z0,z1,phase
4.017105,0.581884,cornering
4.047458,0.731172,cornering
4.109592,0.786407,cornering
4.114423,0.999737,cornering
4.139749,1.156201,cornering
4.149552,1.345920,cornering
4.055274,1.764011,cornering
4.139942,1.777362,cornering
4.204789,1.817295,cornering
4.171117,2.062966,cornering
4.204490,2.160785,cornering
4.270266,2.186848,cornering
4.240211,2.386864,cornering
4.175592,2.632290,cornering
4.110445,2.857657,cornering
4.065695,3.024586,cornering
4.057179,3.128728,cornering
4.015784,3.265650,cornering
3.927797,3.434876,cornering
3.886489,3.533131,cornering
3.746967,3.716748,cornering
3.719000,3.769792,cornering
3.650577,3.853220,cornering
3.329478,4.122354,cornering
3.221939,4.194213,cornering
3.065041,4.289307,cornering
2.892225,4.377589,cornering
2.814136,4.399304,cornering
2.627375,4.473189,cornering
2.404721,4.551799,cornering
2.103722,4.650039,cornering
1.822368,4.722367,cornering
1.720268,4.712250,cornering
1.385615,4.786434,cornering
1.074034,4.837869,cornering
0.790486,4.870251,cornering
0.513183,4.891338,cornering
0.321864,4.882651,cornering
0.070630,4.888004,cornering
-0.189632,4.891909,cornering
-0.472264,4.900396,cornering
-0.751919,4.907304,cornering
-0.889352,4.866801,cornering
-0.935471,4.795773,cornering
-1.132404,4.776465,cornering
-1.319207,4.755757,cornering
-1.362744,4.680480,cornering
-1.555268,4.666042,cornering
-1.629088,4.601863,cornering
-1.705428,4.538456,cornering
-1.855782,4.509838,cornering
-2.007648,4.482325,cornering
-2.089601,4.424580,cornering
-2.574763,4.565922,cornering
-2.649072,4.491435,cornering
-2.668703,4.390768,cornering
-2.716057,4.306132,cornering
-2.734418,4.209083,cornering
-2.661277,4.052029,cornering
-2.733930,3.992103,cornering
-2.847808,3.958050,cornering
-2.844032,3.848033,cornering
-2.866390,3.744767,cornering
-2.859808,3.627259,cornering
-2.768537,3.433968,cornering
-2.782187,3.326630,deploy
-2.799122,3.219768,deploy
-2.815669,3.113152,deploy
-2.739493,2.918363,deploy
-2.695700,2.753503,deploy
-2.780911,2.716120,deploy
-2.683638,2.481745,deploy
-2.665816,2.332234,deploy
-4.715774,1.533244,deploy
-4.645920,1.183883,deploy
-4.688099,1.104223,deploy
-4.608150,0.759896,deploy
-4.607107,0.603799,deploy
-4.604308,0.438246,deploy
-4.551868,0.200460,deploy
-4.524338,-0.003482,deploy
-4.427404,-0.325884,deploy
-4.409840,-0.459464,deploy
-4.449136,-0.516615,deploy
-4.365705,-0.745944,deploy
-4.288248,-0.966727,deploy
-4.192266,-1.194046,deploy
-4.153425,-1.318418,deploy
-4.122543,-1.417768,deploy
-4.011890,-1.612651,deploy
-3.999040,-1.673529,deploy
-4.029368,-1.683712,deploy
-3.921679,-1.856780,deploy
-3.905360,-1.914628,deploy
-3.865686,-1.994729,deploy
-3.835848,-2.059398,deploy
-3.681340,-2.247241,deploy
-3.722646,-2.228605,deploy
-3.602760,-2.373432,deploy
-3.635013,-2.357789,deploy
-3.680284,-2.333065,deploy
-3.482328,-2.530093,deploy
-3.519429,-2.510293,deploy
-3.625729,-2.427416,deploy
-3.449586,-2.592760,deploy
-3.552723,-2.506427,deploy
-3.565092,-2.503549,deploy
-3.464465,-2.595391,deploy
-3.462573,-2.601748,deploy
-3.505190,-2.565747,deploy
-3.471491,-2.596024,deploy
-3.453241,-2.613054,deploy
-3.429986,-2.634359,deploy
-3.444972,-2.621773,deploy
-3.570802,-2.514848,deploy
-3.574899,-2.512514,deploy
-3.437720,-2.633147,deploy
-3.552572,-2.532037,deploy
-3.604863,-2.488163,deploy
-3.602818,-2.490630,deploy
-3.605140,-2.488997,deploy
-3.681163,-2.420445,deploy
-3.542712,-2.543836,deploy
-3.654995,-2.441239,deploy
-3.680907,-2.413622,deploy
-3.673554,-2.421648,deploy
-3.671898,-2.421379,deploy
-3.686729,-2.406811,deploy
-3.693333,-2.398759,deploy
-3.779934,-2.314448,deploy
-3.717446,-2.377618,deploy
-3.736614,-2.361187,deploy
-3.690820,-2.404520,deploy
-3.743108,-2.353243,deploy
-3.696530,-2.398755,deploy
-3.835638,-2.262559,deploy
-3.799738,-2.305310,deploy
-3.820027,-2.286195,deploy
-3.891699,-2.217126,deploy
-3.889282,-2.225783,deploy
-3.796631,-2.324025,deploy
-3.889483,-2.235289,deploy
-3.850832,-2.280935,deploy
-3.885854,-2.249937,deploy
-3.921269,-2.218785,deploy
-3.923191,-2.225150,deploy
-3.891164,-2.263710,deploy
-3.863360,-2.302301,deploy
-3.803920,-2.371463,deploy
-3.849970,-2.328965,deploy
-3.904964,-2.283247,deploy
-3.877697,-2.329209,deploy
-3.798793,-2.421596,deploy
-3.930468,-2.291457,deploy
-3.919271,-2.313183,deploy
-3.887722,-2.362692,deploy
-3.874367,-2.387217,deploy
-3.820910,-2.449530,deploy
-3.798425,-2.479200,deploy
-3.774101,-2.514261,deploy
-3.768488,-2.527985,deploy
-3.682822,-2.616891,deploy
-3.824929,-2.476587,deploy
-3.768647,-2.545784,deploy
-3.795413,-2.525974,deploy
-3.695866,-2.632258,deploy
-3.847970,-2.481240,deploy
-3.639042,-2.698768,deploy
-3.585793,-2.753438,deploy
-3.668053,-2.671655,deploy
-3.666380,-2.675638,deploy
-3.539387,-2.801505,deploy
-3.429610,-2.900985,deploy
-3.499607,-2.834380,deploy
-3.387520,-2.929861,deploy
-3.377704,-2.933100,deploy
-3.194866,-3.082670,deploy
-3.225411,-3.047778,deploy
-0.308341,-2.416403,deploy
-0.261228,-2.430890,deploy
-0.310465,-2.360685,deploy
-0.017851,-2.591836,deploy
-0.089683,-2.500987,deploy
0.104534,-2.634267,deploy
0.116778,-2.606501,deploy
0.306400,-2.733736,deploy
0.361468,-2.740242,deploy
0.460457,-2.777881,deploy
0.525291,-2.783839,coast
1.155371,-3.215195,coast
1.268065,-3.236828,coast
1.184484,-3.104630,coast
1.305253,-3.130188,coast
1.394187,-3.133030,coast
1.459660,-3.117040,coast
1.523266,-3.098594,coast
1.616787,-3.105768,coast
1.734328,-3.134845,coast
1.718224,-3.051298,coast
1.705396,-2.964280,coast
1.784576,-2.957354,coast
1.836437,-2.929388,coast
1.856280,-2.869898,coast
1.995730,-2.911184,coast
2.074040,-2.901739,coast
2.025008,-2.763028,coast
2.084573,-2.719594,coast
2.129116,-2.658637,coast
2.226633,-2.650179,coast
2.243671,-2.557750,coast
2.294589,-2.495280,coast
2.311112,-2.395757,braking
2.303162,-2.255997,braking
2.407459,-2.241196,braking
2.516757,-2.234243,braking
2.679898,-2.300251,braking
2.716661,-2.218299,braking
2.945299,-2.373362,coast
3.159957,-2.533399,coast
3.254408,-2.563067,coast
3.408509,-2.677943,coast
3.449139,-2.652700,coast
3.520492,-2.674495,coast
3.477049,-2.542132,coast
3.491110,-2.481364,coast
3.505718,-2.420904,coast
3.511786,-2.346852,coast
3.595841,-2.387984,coast
3.533476,-2.207125,coast
3.581321,-2.188119,cornering
3.598734,-2.122528,cornering
3.645890,-2.100515,cornering
3.664322,-2.032048,cornering
3.660773,-1.924329,cornering
3.675419,-1.842216,cornering
3.733168,-1.833489,cornering
3.735322,-1.729902,cornering
3.731813,-1.607336,cornering
3.730746,-1.480180,cornering
3.762651,-1.410958,cornering
3.754661,-1.264955,cornering
3.820729,-1.256123,cornering
3.866715,-1.213063,cornering
3.903521,-1.152084,cornering
3.817743,-0.823430,cornering
3.858509,-0.750762,cornering
3.881161,-0.634167,cornering
3.914744,-0.542235,cornering
3.964747,-0.477084,cornering
3.923592,-0.213836,cornering
3.944604,-0.078444,cornering
4.037224,-0.103800,cornering
4.059704,0.022121,cornering
4.104413,0.099665,cornering
4.105467,0.284804,cornering
4.122645,0.435853,cornering
4.108852,0.654558,cornering
4.143679,0.757478,cornering
4.088570,1.061358,cornering
4.058447,1.299877,cornering
4.017483,1.552027,cornering
4.070088,1.609133,cornering
4.077713,1.747527,cornering
4.107388,1.835645,cornering
4.146245,1.901546,cornering
4.078176,2.144328,cornering
4.015488,2.354932,cornering
3.946242,2.559131,cornering
3.919022,2.688892,cornering
3.913544,2.772711,cornering
3.874791,2.890555,cornering
3.724644,3.123890,cornering
3.608474,3.289211,cornering
3.465565,3.455111,cornering
3.388666,3.541127,cornering
3.231203,3.678576,cornering
3.104933,3.771015,cornering
2.933811,3.883058,cornering
2.683718,4.029842,cornering
2.434466,4.148620,cornering
2.370465,4.149692,cornering
2.218338,4.192590,cornering
2.149476,4.182403,cornering
1.824659,4.299848,cornering
1.616213,4.345233,cornering
1.501974,4.340713,cornering
1.084850,4.466487,cornering
0.780397,4.525915,cornering
0.472477,4.580220,cornering
0.040598,4.673092,cornering
-0.025321,4.617181,cornering
-0.292092,4.640491,cornering
-0.529055,4.648305,cornering
-0.697307,4.627526,cornering
-0.984759,4.659266,cornering
-1.135721,4.633018,cornering
-1.241348,4.584003,cornering
-1.443254,4.585199,cornering
-1.502757,4.511066,cornering
-1.597956,4.457392,cornering
-1.767963,4.448392,cornering
-1.881459,4.408184,cornering
-2.039200,4.396578,cornering
-2.130315,4.345040,cornering
-2.274867,4.333934,cornering
-2.236552,4.192571,cornering
-2.781639,4.450438,cornering
-2.930260,4.432248,cornering
-2.828586,4.231632,cornering
-2.925261,4.181232,cornering
-2.947455,4.074455,cornering
-2.902497,3.914464,cornering
-3.023525,3.892458,cornering
-3.022496,3.765572,cornering
-3.117156,3.724551,cornering
-3.061078,3.548725,cornering
-3.095983,3.460172,cornering
-3.093628,3.310609,cornering
-3.115955,3.205453,deploy
-3.120600,3.067981,deploy
-3.080782,2.893342,deploy
-3.080130,2.745334,deploy
-3.035852,2.562387,deploy
-3.086319,2.461327,deploy
-2.985104,2.174446,deploy
-3.056971,2.115634,deploy
-3.001161,1.906766,deploy
-4.968018,0.865252,deploy
-4.976810,0.640325,deploy
-4.996297,0.455355,deploy
-4.952517,0.115897,deploy
-4.972833,-0.051920,deploy
-4.967353,-0.260310,deploy
-4.982051,-0.403461,deploy
-4.954125,-0.656018,deploy
-4.931427,-0.839280,deploy
-4.922605,-0.993036,deploy
-4.875440,-1.225839,deploy
-4.834128,-1.419478,deploy
-4.849833,-1.500265,deploy
-4.785601,-1.721246,deploy
-4.801757,-1.778109,deploy
-4.742590,-1.945188,deploy
-4.680284,-2.109331,deploy
-4.601655,-2.260461,deploy
-4.631397,-2.267498,deploy
-4.616198,-2.319878,deploy
-4.579088,-2.404004,deploy
-4.522858,-2.490397,deploy
-4.485726,-2.551462,deploy
-4.449351,-2.614636,deploy
-4.461703,-2.622899,deploy
-4.378992,-2.721244,deploy
-4.311662,-2.801254,deploy
-4.303707,-2.813550,deploy
-4.239184,-2.877716,deploy
-4.286108,-2.839554,deploy
-4.259029,-2.858977,deploy
-4.231016,-2.883704,deploy
-4.196568,-2.910722,deploy
-4.227401,-2.881485,deploy
-4.187631,-2.914469,deploy
-4.266078,-2.838226,deploy
-4.141608,-2.948346,deploy
-4.197807,-2.886304,deploy
-4.212589,-2.869622,deploy
-4.195715,-2.884955,deploy
-4.251392,-2.827671,deploy
-4.170371,-2.887497,deploy
-4.060582,-2.972861,deploy
-4.152013,-2.884180,deploy
-4.248724,-2.786627,deploy
-4.246487,-2.776170,deploy
-4.114495,-2.887023,deploy
-4.117510,-2.868380,deploy
-4.141523,-2.835752,deploy
-4.204333,-2.760294,deploy
-4.206355,-2.749482,deploy
-4.216574,-2.732261,deploy
-4.197125,-2.740278,deploy
-4.193462,-2.736741,deploy
-4.156669,-2.764364,deploy
-4.222874,-2.680074,deploy
-4.179201,-2.715095,deploy
-4.257902,-2.626057,deploy
-4.230399,-2.646271,deploy
-4.234859,-2.623597,deploy
-4.199613,-2.659945,deploy
-4.244447,-2.599568,deploy
-4.235998,-2.604799,deploy
-4.255941,-2.577780,deploy
-4.199602,-2.640650,deploy
-4.085392,-2.761192,deploy
-4.319614,-2.496794,deploy
-4.228302,-2.590390,deploy
-4.275902,-2.526167,deploy
-4.135050,-2.685050,deploy
-4.145794,-2.669211,deploy
-4.184233,-2.617509,deploy
-4.079279,-2.726260,deploy
-4.102881,-2.694289,deploy
-4.136269,-2.644900,deploy
-4.123755,-2.662508,deploy
-3.998637,-2.793276,deploy
-4.023110,-2.759151,deploy
-4.109237,-2.656910,deploy
-4.027751,-2.754588,deploy
-3.986386,-2.789485,deploy
-4.064286,-2.700711,deploy
-4.021002,-2.738254,deploy
-3.894498,-2.882203,deploy
-3.862394,-2.909202,deploy
-3.933291,-2.823454,deploy
-3.868668,-2.894842,deploy
-3.835793,-2.924542,deploy
-3.821222,-2.928648,deploy
-3.756334,-2.994799,deploy
-3.716772,-3.028683,deploy
-3.783005,-2.948879,deploy
-3.701120,-3.022842,deploy
-3.673119,-3.049834,deploy
-3.634697,-3.084182,deploy
-3.520869,-3.196415,deploy
-3.596890,-3.100637,deploy
-3.558120,-3.128005,deploy
-3.405459,-3.275169,deploy
-3.375745,-3.287999,deploy
-3.224883,-3.417689,deploy
-3.182096,-3.437058,deploy
-3.144551,-3.450734,deploy
-3.044171,-3.521903,deploy
-0.028138,-2.867023,deploy
0.147216,-2.995571,deploy
0.195265,-3.003990,deploy
0.191928,-2.961198,deploy
0.502319,-3.199790,deploy
0.331013,-3.004910,deploy
0.577571,-3.184130,deploy
0.785815,-3.319003,deploy
0.778203,-3.264668,deploy
0.943956,-3.358988,deploy
1.047327,-3.394770,coast
1.820746,-3.967070,coast
1.920268,-3.975655,coast
1.971095,-3.948164,coast
1.986870,-3.884254,coast
2.026811,-3.844481,coast
2.091001,-3.823614,coast
2.230584,-3.870563,coast
2.317374,-3.870821,coast
2.414548,-3.880494,coast
2.447380,-3.830350,coast
2.517925,-3.818679,coast
2.523687,-3.744193,coast
2.569802,-3.703357,coast
2.674902,-3.720648,coast
2.777085,-3.737386,coast
2.868195,-3.743533,coast
2.924435,-3.714697,coast
3.038083,-3.745952,coast
3.023031,-3.623542,coast
3.028947,-3.515276,coast
3.056680,-3.427610,coast
3.087373,-3.342003,coast
3.142265,-3.283010,braking
3.008670,-2.966142,braking
3.074444,-2.900077,braking
3.182238,-2.897479,braking
3.305578,-2.921762,braking
3.344606,-2.830761,braking
3.517861,-2.940171,coast
3.708517,-3.098199,coast
3.841480,-3.190780,coast
3.937771,-3.245442,coast
3.960161,-3.170666,coast
4.067047,-3.256912,coast
4.155584,-3.330648,coast
4.153061,-3.233168,coast
4.173538,-3.176665,coast
4.240189,-3.212022,coast
4.283709,-3.205700,coast
4.242384,-3.014690,coast
4.293468,-3.012500,coast
4.278017,-2.864348,cornering
4.338739,-2.876864,cornering
4.355171,-2.789881,cornering
4.371536,-2.704024,cornering
4.409002,-2.656232,cornering
4.445525,-2.606077,cornering
4.471025,-2.531204,cornering
4.511302,-2.489728,cornering
4.542780,-2.420459,cornering
4.574924,-2.347299,cornering
4.603310,-2.260928,cornering
4.624280,-2.146836,cornering
4.633152,-1.996765,cornering
4.629843,-1.795763,cornering
4.641162,-1.626325,cornering
4.676879,-1.508690,cornering
4.737541,-1.465496,cornering
4.804148,-1.450651,cornering
4.848284,-1.366123,cornering
4.857039,-1.166752,cornering
4.849374,-0.914842,cornering
4.862052,-0.725164,cornering
4.928158,-0.673386,cornering
4.885753,-0.334919,cornering
4.937708,-0.237940,cornering
4.939975,-0.023634,cornering
4.964447,0.133252,cornering
4.961531,0.346392,cornering
4.962929,0.538101,cornering
5.004383,0.645046,cornering
5.073844,0.676912,cornering
5.053567,0.884533,cornering
5.012187,1.117462,cornering
5.090584,1.125669,cornering
5.080121,1.281101,cornering
5.003335,1.532452,cornering
4.982780,1.679712,cornering
4.877349,1.927356,cornering
4.825795,2.083977,cornering
4.847123,2.140448,cornering
4.799019,2.271711,cornering
4.825161,2.312927,cornering
4.819192,2.376192,cornering
4.764804,2.478128,cornering
4.683358,2.592355,cornering
4.621622,2.674887,cornering
4.402672,2.876435,cornering
4.138072,3.076833,cornering
4.093738,3.104130,cornering
3.859057,3.246900,cornering
3.663671,3.344830,cornering
3.355646,3.486449,cornering
3.322336,3.471145,cornering
3.104207,3.541613,cornering
2.894543,3.595568,cornering
2.402324,3.758031,cornering
2.251227,3.762872,cornering
2.018934,3.793324,cornering
1.779236,3.818400,cornering
1.483468,3.859607,cornering
0.951047,3.975296,cornering
0.571612,4.028748,cornering
0.240951,4.062608,cornering
0.029464,4.055206,cornering
-0.029695,3.991078,cornering
-0.391766,4.039394,cornering
-0.628166,4.040508,cornering
-0.800099,4.020263,cornering
-0.906617,3.968637,cornering
-0.909725,3.872121,cornering
-1.017177,3.823816,cornering
-1.232511,3.830933,cornering
-1.217857,3.721670,cornering
-1.279466,3.654811,cornering
-1.420845,3.632439,cornering
-1.445921,3.543103,cornering
-1.508301,3.478893,cornering
-1.953234,3.638917,cornering
-2.065578,3.598321,cornering
-2.177660,3.557686,cornering
-2.048601,3.351774,cornering
-2.106575,3.284297,cornering
-2.133152,3.189623,cornering
-2.115652,3.063495,cornering
-2.097846,2.941456,cornering
-2.176194,2.888583,cornering
-2.148215,2.752171,cornering
-2.057402,2.561216,cornering
-2.082525,2.464257,cornering
-2.070257,2.329266,deploy
-1.995108,2.143127,deploy
-1.991849,2.015662,deploy
-1.998147,1.897200,deploy
-1.862209,1.639614,deploy
-1.915197,1.566577,deploy
-1.897732,1.414204,deploy
-1.772408,1.144217,deploy
-3.758848,0.348411,deploy
-3.747307,0.143410,deploy
-3.717689,-0.094922,deploy
-3.667399,-0.343642,deploy
-3.634797,-0.570526,deploy
-3.618994,-0.744959,deploy
-3.637158,-0.865884,deploy
-3.505422,-1.260983,deploy
-3.509404,-1.371910,deploy
-3.504421,-1.508343,deploy
-3.406072,-1.778273,deploy
-3.429647,-1.837694,deploy
-3.203279,-2.303741,deploy
-3.243367,-2.317630,deploy
-3.215656,-2.435362,deploy
-3.145206,-2.599640,deploy
-3.158819,-2.626518,deploy
-3.058480,-2.815674,deploy
-3.019431,-2.917418,deploy
-2.885275,-3.113217,deploy
-2.920016,-3.104283,deploy
-2.923807,-3.131377,deploy
-2.867707,-3.223103,deploy
-2.913537,-3.195260,deploy
-2.776011,-3.370551,deploy
-2.778848,-3.382935,deploy
-2.835163,-3.344183,deploy
-2.718975,-3.478756,deploy
-2.785755,-3.423962,deploy
-2.729623,-3.492253,deploy
-2.794374,-3.436191,deploy
-2.762078,-3.478366,deploy
-2.701483,-3.546871,deploy
-2.788311,-3.463848,deploy
-2.648932,-3.608881,deploy
-2.730982,-3.530479,deploy
-2.836904,-3.428840,deploy
-2.881002,-3.392431,deploy
-2.693273,-3.587752,deploy
-2.731601,-3.550979,deploy
-2.735742,-3.546761,deploy
-2.721648,-3.560388,deploy
-2.804230,-3.479063,deploy
-2.755431,-3.527507,deploy
-2.819560,-3.464943,deploy
-2.793377,-3.488753,deploy
-2.947826,-3.322108,deploy
-2.865684,-3.411551,deploy
-2.846155,-3.430736,deploy
-2.914707,-3.356722,deploy
-2.912442,-3.360913,deploy
-3.046965,-3.216627,deploy
-2.979604,-3.298745,deploy
-2.862304,-3.427083,deploy
-3.015185,-3.255821,deploy
-2.981222,-3.298898,deploy
-2.959049,-3.322888,deploy
-3.007805,-3.268862,deploy
-3.061904,-3.206543,deploy
-2.975753,-3.310742,deploy
-3.195368,-3.047406,deploy
-3.088249,-3.188386,deploy
-3.183424,-3.079079,deploy
-3.096836,-3.196615,deploy
-2.969365,-3.361630,deploy
-3.132198,-3.179441,deploy
-3.173965,-3.133277,deploy
-3.055656,-3.290912,deploy
-3.100580,-3.244308,deploy
-3.183138,-3.151139,deploy
-3.012668,-3.367037,deploy
-3.127120,-3.234249,deploy
-3.067213,-3.312462,deploy
-3.100113,-3.277544,deploy
-3.145754,-3.219696,deploy
-3.197112,-3.163896,deploy
-3.164812,-3.223559,deploy
-3.171121,-3.230904,deploy
-3.182043,-3.224698,deploy
-3.175624,-3.245697,deploy
-3.133577,-3.313418,deploy
-3.185067,-3.259589,deploy
-3.158646,-3.318328,deploy
-3.052934,-3.468355,deploy
-3.138052,-3.374504,deploy
-3.052655,-3.495561,deploy
-3.052595,-3.510677,deploy
-3.103020,-3.461678,deploy
-3.053355,-3.543833,deploy
-3.058455,-3.558561,deploy
-3.030781,-3.604414,deploy
-3.043296,-3.600304,deploy
-3.027212,-3.634085,deploy
-3.041449,-3.627934,deploy
-2.888715,-3.819767,deploy
-2.885785,-3.830021,deploy
-2.991619,-3.715616,deploy
-2.899770,-3.833651,deploy
-2.907024,-3.829064,deploy
-2.791643,-3.959885,deploy
-2.805678,-3.941508,deploy
-2.687087,-4.066438,deploy
-2.571973,-4.177382,deploy
-2.507213,-4.234679,deploy
-2.504122,-4.231555,deploy
0.239423,-3.520991,deploy
0.297821,-3.548646,deploy
0.311105,-3.537270,deploy
0.324313,-3.519578,deploy
0.692861,-3.821032,deploy
0.640158,-3.736807,deploy
0.633633,-3.693197,deploy
0.899947,-3.879629,deploy
0.893443,-3.828834,deploy
0.979609,-3.859139,deploy
1.126504,-3.936181,coast
1.883240,-4.427017,coast
1.963367,-4.421664,coast
2.004476,-4.380569,coast
2.081284,-4.371191,coast
2.225595,-4.406006,coast
2.188524,-4.310763,coast
2.194296,-4.238861,coast
2.316439,-4.256799,coast
2.337190,-4.197762,coast
2.394992,-4.163599,coast
2.495626,-4.166646,coast
2.529896,-4.111097,coast
2.608528,-4.090181,coast
2.668203,-4.053874,coast
2.641277,-3.940555,coast
2.802286,-3.990941,coast
2.912497,-3.996426,coast
3.025734,-4.001264,coast
3.148163,-4.019418,coast
3.142535,-3.918810,coast
