z0,z1,phase
-4.721060,-0.976545,deploy
-4.585732,-1.084457,deploy
-4.608603,-1.063558,deploy
-4.658645,-1.019615,deploy
-4.817032,-0.887122,deploy
-4.694493,-0.989279,deploy
-4.704294,-0.977942,deploy
-4.912263,-0.802300,deploy
-4.795269,-0.910711,deploy
-4.822299,-0.887297,deploy
-4.895690,-0.825420,deploy
-4.859961,-0.860011,deploy
-4.773656,-0.939145,deploy
-4.770370,-0.945897,deploy
-4.821153,-0.903591,deploy
-4.836599,-0.894408,deploy
-4.836283,-0.899757,deploy
-4.872636,-0.871140,deploy
-4.855518,-0.894484,deploy
-4.952877,-0.807431,deploy
-4.950199,-0.817578,deploy
-4.821423,-0.943092,deploy
-5.008143,-0.770147,deploy
-4.967223,-0.818369,deploy
-4.888660,-0.904457,deploy
-4.794946,-0.999531,deploy
-4.860075,-0.945114,deploy
-4.915215,-0.904087,deploy
-4.925432,-0.907840,deploy
-4.863638,-0.975564,deploy
-4.821643,-1.024096,deploy
-4.908693,-0.947684,deploy
-4.849804,-1.013885,deploy
-4.887194,-0.985426,deploy
-4.791492,-1.084393,deploy
-4.915824,-0.975487,deploy
-4.807012,-1.087292,deploy
-4.787194,-1.114609,deploy
-4.784369,-1.128083,deploy
-4.768268,-1.150483,deploy
-4.735483,-1.186244,deploy
-4.767807,-1.160024,deploy
-4.714920,-1.217719,deploy
-4.719339,-1.221389,deploy
-4.747120,-1.203029,deploy
-4.589049,-1.353880,deploy
-4.514934,-1.420743,deploy
-4.452291,-1.472586,deploy
-4.406345,-1.510730,deploy
-4.221882,-1.655825,deploy
-4.211055,-1.656947,deploy
-1.260485,-1.046490,deploy
-1.124350,-1.137142,deploy
-1.179758,-1.068716,deploy
-1.008436,-1.187260,deploy
-0.960417,-1.204316,deploy
-0.855591,-1.264244,deploy
-0.651942,-1.400215,deploy
-0.591322,-1.410897,deploy
-0.564548,-1.398153,deploy
-0.328867,-1.546642,deploy
-0.413670,-1.438122,coast
0.210659,-1.859365,coast
0.266183,-1.839284,coast
0.408536,-1.890685,coast
0.455676,-1.867833,coast
0.533821,-1.871951,coast
0.700112,-1.947182,coast
0.680981,-1.868603,coast
0.809993,-1.916489,coast
0.926409,-1.958899,coast
0.952683,-1.923685,coast
0.972651,-1.877203,coast
0.999387,-1.836398,coast
1.177115,-1.930343,coast
1.319342,-1.996441,coast
1.327471,-1.939503,coast
1.430461,-1.968048,coast
1.465649,-1.931388,coast
1.445669,-1.833095,coast
1.517947,-1.820411,coast
1.535993,-1.749574,coast
1.594676,-1.718347,coast
1.652908,-1.689239,coast
1.634065,-1.571174,braking
1.629426,-1.466532,braking
1.562855,-1.278303,braking
1.529909,-1.112477,braking
1.613079,-1.077546,braking
1.861619,-1.251470,braking
2.104352,-1.440647,coast
2.225036,-1.500075,coast
2.338380,-1.552942,coast
2.291527,-1.406475,coast
2.328201,-1.366454,coast
2.340797,-1.297044,coast
2.372273,-1.257813,coast
2.437305,-1.273795,coast
2.564892,-1.374680,coast
2.576519,-1.323089,coast
2.559279,-1.223801,coast
2.615430,-1.229527,coast
2.604207,-1.136216,cornering
2.605825,-1.057419,cornering
2.608880,-0.981033,cornering
2.590100,-0.864594,cornering
2.637977,-0.852405,cornering
2.706835,-0.878066,cornering
2.810892,-0.963630,cornering
2.771282,-0.811483,cornering
2.832521,-0.825332,cornering
2.804380,-0.684553,cornering
2.793914,-0.562284,cornering
2.748951,-0.363371,cornering
2.750750,-0.241321,cornering
2.822641,-0.255774,cornering
2.837139,-0.154518,cornering
2.865614,-0.080259,cornering
2.768780,0.272788,cornering
2.787623,0.395747,cornering
2.818107,0.493432,cornering
2.843121,0.605526,cornering
2.791494,0.912688,cornering
2.776839,1.148726,cornering
2.776147,1.352649,cornering
2.817011,1.457892,cornering
2.872896,1.523523,cornering
2.904491,1.645356,cornering
2.887777,1.891896,cornering
2.880316,2.113559,cornering
2.943646,2.153798,cornering
2.963932,2.298645,cornering
2.994006,2.413105,cornering
2.975355,2.648086,cornering
2.964207,2.851716,cornering
2.933873,3.081599,cornering
2.954474,3.197091,cornering
2.962281,3.320346,cornering
2.932505,3.504925,cornering
2.991560,3.520934,cornering
2.905324,3.776634,cornering
2.882814,3.906464,cornering
2.872278,4.002332,cornering
2.825156,4.140934,cornering
2.832534,4.185965,cornering
2.806454,4.264887,cornering
2.741869,4.377470,cornering
2.624677,4.530850,cornering
2.498945,4.666296,cornering
2.373251,4.779986,cornering
2.321464,4.811970,cornering
2.213866,4.885956,cornering
2.076077,4.967765,cornering
1.810828,5.123353,cornering
1.708921,5.149623,cornering
1.450750,5.261809,cornering
1.222162,5.335031,cornering
0.973411,5.406611,cornering
0.852318,5.405564,cornering
0.588343,5.463645,cornering
0.345867,5.498887,cornering
0.125365,5.516792,cornering
-0.299178,5.603488,cornering
-0.526080,5.608654,cornering
-0.690865,5.586821,cornering
-0.918784,5.585436,cornering
-1.049342,5.547191,cornering
-1.333446,5.562567,cornering
-1.509307,5.537704,cornering
-1.763863,5.540881,cornering
-1.929683,5.510648,cornering
-1.956745,5.421559,cornering
-2.152211,5.407336,cornering
-2.299388,5.370764,cornering
-2.461703,5.342142,cornering
-2.616641,5.314041,cornering
-2.648340,5.220603,cornering
-2.803264,5.194058,cornering
-2.809582,5.082823,cornering
-3.290262,5.240926,cornering
-3.376607,5.170434,cornering
-3.499129,5.126468,cornering
-3.533743,5.028775,cornering
-3.555004,4.917560,cornering
-3.699807,4.891970,cornering
-3.672713,4.748481,cornering
-3.764327,4.691317,cornering
-3.805261,4.593225,cornering
-3.852276,4.490014,cornering
-3.878731,4.388156,cornering
-3.852392,4.226524,cornering
-3.963677,4.185680,cornering
-3.927924,4.007423,deploy
-3.965327,3.910609,deploy
-3.984257,3.774051,deploy
-3.962394,3.616765,deploy
-3.962274,3.457241,deploy
-3.947484,3.294752,deploy
-3.934538,3.112906,deploy
-3.944407,2.986067,deploy
-5.891041,1.766020,deploy
-5.918262,1.583463,deploy
-5.941400,1.406789,deploy
-5.966209,1.253106,deploy
-5.948554,0.970175,deploy
-5.967794,0.789977,deploy
-5.964850,0.606420,deploy
-5.954912,0.399903,deploy
-5.912395,0.162807,deploy
-5.911306,0.017124,deploy
-5.859503,-0.217364,deploy
-5.887561,-0.275347,deploy
-5.817658,-0.486353,deploy
-5.761643,-0.647631,deploy
-5.683031,-0.833879,deploy
-5.700320,-0.873737,deploy
-5.689740,-0.946688,deploy
-5.625435,-1.081031,deploy
-5.550895,-1.206490,deploy
-5.476838,-1.332600,deploy
-5.442951,-1.397314,deploy
-5.393283,-1.477234,deploy
-5.331678,-1.555130,deploy
-5.381819,-1.530583,deploy
-5.299131,-1.626150,deploy
-5.353607,-1.589480,deploy
-5.191191,-1.743253,deploy
-5.211581,-1.729392,deploy
-5.250775,-1.701818,deploy
-5.056841,-1.857525,deploy
-5.077624,-1.846809,deploy
-5.086699,-1.837191,deploy
-4.984112,-1.910729,deploy
-5.012721,-1.885624,deploy
-5.079493,-1.832874,deploy
-5.015929,-1.877738,deploy
-5.088136,-1.813228,deploy
-5.082274,-1.815544,deploy
-5.121821,-1.781412,deploy
-4.947968,-1.907647,deploy
-5.037037,-1.831914,deploy
-5.054740,-1.813250,deploy
-5.002401,-1.840634,deploy
-5.054520,-1.790341,deploy
-4.938935,-1.864690,deploy
-4.895586,-1.883513,deploy
-4.946239,-1.831670,deploy
-4.979605,-1.793739,deploy
-5.000812,-1.764206,deploy
-4.986135,-1.765758,deploy
-5.055041,-1.702959,deploy
-5.049863,-1.694540,deploy
-5.015179,-1.706584,deploy
-5.047663,-1.664824,deploy
-5.170243,-1.544841,deploy
-5.053292,-1.643325,deploy
-5.109694,-1.584750,deploy
-5.050118,-1.627857,deploy
-5.035371,-1.633051,deploy
-5.068417,-1.593110,deploy
-5.092863,-1.567519,deploy
-5.049005,-1.595943,deploy
-5.067002,-1.580854,deploy
-5.041255,-1.602913,deploy
-5.023216,-1.607677,deploy
-5.006846,-1.616755,deploy
-5.092757,-1.528776,deploy
-5.090304,-1.526651,deploy
-5.148723,-1.464183,deploy
-4.947620,-1.655033,deploy
-5.039266,-1.565761,deploy
-4.930437,-1.667871,deploy
-4.925845,-1.660953,deploy
-4.985462,-1.605112,deploy
-4.951292,-1.634919,deploy
-4.991400,-1.596871,deploy
-4.863792,-1.710890,deploy
-4.929142,-1.640259,deploy
-4.881998,-1.677433,deploy
-4.908471,-1.646047,deploy
-4.775923,-1.758940,deploy
-4.831813,-1.696857,deploy
-4.871019,-1.654397,deploy
-4.726573,-1.782562,deploy
-4.714258,-1.781750,deploy
-4.752871,-1.738757,deploy
-4.610170,-1.864374,deploy
-4.703751,-1.767523,deploy
-4.696486,-1.768073,deploy
-4.703080,-1.753983,deploy
-4.487425,-1.939273,deploy
-4.565037,-1.854221,deploy
-4.524674,-1.879274,deploy
-4.499989,-1.889497,deploy
-4.449314,-1.924411,deploy
-4.486008,-1.880378,deploy
-4.497736,-1.860595,deploy
-4.277129,-2.051968,deploy
-4.378298,-1.947341,deploy
-4.160595,-2.128671,deploy
-4.171573,-2.097139,deploy
-4.111749,-2.134739,deploy
-3.927950,-2.273814,deploy
-3.872236,-2.303606,deploy
-3.672106,-2.438754,deploy
-0.764967,-1.652845,deploy
-0.655694,-1.718004,deploy
-0.607475,-1.730661,deploy
-0.379629,-1.900340,deploy
-0.391532,-1.848470,deploy
-0.354463,-1.848842,deploy
-0.182950,-1.961815,deploy
0.017878,-2.097121,deploy
0.060574,-2.087671,deploy
0.339964,-2.284425,deploy
0.258265,-2.166454,coast
1.119668,-2.839478,coast
1.125431,-2.774753,coast
1.198512,-2.770867,coast
1.428076,-2.899185,coast
1.447690,-2.851849,coast
1.516448,-2.847313,coast
1.580325,-2.837236,coast
1.514571,-2.704333,coast
1.573476,-2.683236,coast
1.617238,-2.650669,coast
1.665755,-2.618293,coast
1.738128,-2.610972,coast
1.779483,-2.574727,coast
1.824221,-2.537967,coast
1.871867,-2.506187,coast
1.922428,-2.473286,coast
2.023285,-2.500447,coast
2.057027,-2.445599,coast
2.110341,-2.409765,coast
2.095340,-2.285757,coast
2.091214,-2.166125,coast
2.155062,-2.126488,braking
2.242644,-2.117593,braking
2.155286,-1.873178,braking
2.280067,-1.899709,braking
2.286372,-1.771391,braking
2.323736,-1.680596,braking
2.659221,-2.027960,coast
2.811722,-2.144555,coast
2.908987,-2.181624,coast
2.968695,-2.173286,coast
3.007866,-2.127130,coast
3.025216,-2.058171,coast
3.132341,-2.153454,coast
3.206955,-2.196801,coast
3.229659,-2.144352,coast
3.291384,-2.167126,coast
3.294268,-2.088115,coast
3.309731,-2.021424,coast
3.330862,-1.966493,cornering
3.357531,-1.915103,cornering
3.424424,-1.946535,cornering
3.400590,-1.795686,cornering
3.415869,-1.715025,cornering
3.424375,-1.614595,cornering
3.466875,-1.582228,cornering
3.422345,-1.350470,cornering
3.467302,-1.310566,cornering
3.499167,-1.241436,cornering
3.561045,-1.237558,cornering
3.620975,-1.235352,cornering
3.593410,-1.010768,cornering
3.568172,-0.777097,cornering
3.683485,-0.887911,cornering
3.720359,-0.811001,cornering
3.733495,-0.656226,cornering
3.838737,-0.749759,cornering
3.825725,-0.523552,cornering
3.855024,-0.407230,cornering
3.838464,-0.146301,cornering
3.854361,0.032321,cornering
3.887572,0.174670,cornering
3.932694,0.277062,cornering
3.998533,0.321385,cornering
4.091032,0.285607,cornering
4.125021,0.413051,cornering
4.102844,0.696476,cornering
4.136565,0.830194,cornering
4.122867,1.090489,cornering
4.118670,1.320633,cornering
4.033159,1.731143,cornering
4.066196,1.860230,cornering
4.104360,1.967123,cornering
4.173881,1.999253,cornering
4.165231,2.185250,cornering
4.120511,2.419700,cornering
4.200890,2.417008,cornering
4.219397,2.513700,cornering
4.181344,2.700932,cornering
4.131105,2.890280,cornering
4.020928,3.142251,cornering
3.983307,3.278021,cornering
3.869933,3.475243,cornering
3.787370,3.618347,cornering
3.724705,3.723436,cornering
3.562415,3.897630,cornering
3.493694,3.971169,cornering
3.379350,4.068169,cornering
3.223785,4.178493,cornering
3.085599,4.261095,cornering
2.887516,4.367437,cornering
2.786209,4.402277,cornering
2.555377,4.496758,cornering
2.402659,4.535371,cornering
2.162036,4.605753,cornering
2.016865,4.624160,cornering
2.031072,4.566104,cornering
1.696857,4.656962,cornering
1.345446,4.736681,cornering
1.189331,4.733058,cornering
0.897109,4.772397,cornering
0.615826,4.800961,cornering
0.290043,4.836830,cornering
0.002827,4.851944,cornering
-0.311300,4.874122,cornering
-0.433501,4.831218,cornering
-0.625099,4.811911,cornering
-0.937279,4.832937,cornering
-1.114743,4.806973,cornering
-1.190504,4.744301,cornering
-1.431373,4.742150,cornering
-1.508834,4.679667,cornering
-1.637144,4.637862,cornering
-1.745054,4.585280,cornering
-1.936300,4.575862,cornering
-2.045300,4.531153,cornering
-1.998114,4.406851,cornering
-2.592503,4.599519,cornering
-2.630553,4.509954,cornering
-2.678758,4.425073,cornering
-2.735379,4.346033,cornering
-2.749280,4.244191,cornering
-2.764234,4.140670,cornering
-2.814285,4.065105,cornering
-2.794706,3.942284,cornering
-2.753577,3.804316,cornering
-2.851923,3.762214,cornering
-2.819201,3.613145,cornering
-2.858933,3.519519,cornering
-2.848760,3.394520,deploy
-2.793041,3.233931,deploy
-2.816603,3.131919,deploy
-2.738977,2.944289,deploy
-2.749951,2.830910,deploy
-2.732314,2.687895,deploy
-2.646816,2.468256,deploy
-2.609550,2.303213,deploy
-4.695530,1.524744,deploy
-4.638679,1.198549,deploy
-4.682016,1.117531,deploy
-4.652545,0.892635,deploy
-4.602653,0.633327,deploy
-4.539552,0.334403,deploy
-4.589280,0.278526,deploy
-4.578537,0.107134,deploy
-4.422378,-0.312441,deploy
-4.468563,-0.340812,deploy
-4.387407,-0.579573,deploy
-4.334155,-0.763310,deploy
-4.333992,-0.849190,deploy
-4.233789,-1.084191,deploy
-4.176883,-1.242794,deploy
-4.089598,-1.426185,deploy
-3.976326,-1.626045,deploy
-4.048222,-1.586861,deploy
-3.921080,-1.782272,deploy
-3.962132,-1.773983,deploy
-3.856854,-1.930484,deploy
-3.729330,-2.093141,deploy
-3.693359,-2.153025,deploy
-3.852804,-2.013821,deploy
-3.687076,-2.208259,deploy
-3.615368,-2.291539,deploy
-3.602165,-2.317651,deploy
-3.714339,-2.226408,deploy
-3.636459,-2.313452,deploy
-3.518961,-2.429297,deploy
-3.553831,-2.403440,deploy
-3.461421,-2.488002,deploy
-3.480975,-2.473386,deploy
-3.606756,-2.365260,deploy
-3.626810,-2.352929,deploy
-3.497252,-2.471042,deploy
-3.576020,-2.402361,deploy
-3.706080,-2.289599,deploy
-3.545147,-2.436227,deploy
-3.583868,-2.401602,deploy
-3.648252,-2.346546,deploy
-3.572879,-2.417400,deploy
-3.522964,-2.457667,deploy
-3.598434,-2.389366,deploy
-3.533838,-2.443278,deploy
-3.581925,-2.396667,deploy
-3.612923,-2.368108,deploy
-3.666305,-2.317138,deploy
-3.764896,-2.224253,deploy
-3.842205,-2.148408,deploy
-3.749043,-2.239996,deploy
-3.852119,-2.138970,deploy
-3.811606,-2.178819,deploy
-3.895094,-2.099001,deploy
-3.850948,-2.146101,deploy
-3.919097,-2.075690,deploy
-3.826216,-2.173961,deploy
-3.800124,-2.201142,deploy
-3.886376,-2.115506,deploy
-3.898991,-2.105899,deploy
-3.866923,-2.147427,deploy
-4.039395,-1.968819,deploy
-3.966832,-2.057239,deploy
-3.971253,-2.055910,deploy
-3.898558,-2.145734,deploy
-3.933249,-2.116434,deploy
-4.068079,-1.973411,deploy
-3.960341,-2.108637,deploy
-3.939690,-2.146253,deploy
-4.032748,-2.053560,deploy
-4.052448,-2.042811,deploy
-4.079354,-2.022490,deploy
-3.885729,-2.242009,deploy
-4.052322,-2.073639,deploy
-4.011078,-2.138544,deploy
-4.011725,-2.151052,deploy
-3.943966,-2.231360,deploy
-3.908396,-2.283733,deploy
-3.990320,-2.205838,deploy
-3.979413,-2.229449,deploy
-3.943147,-2.280673,deploy
-3.805956,-2.435427,deploy
-3.885795,-2.360390,deploy
-3.838773,-2.420854,deploy
-3.849838,-2.417616,deploy
-3.919634,-2.357184,deploy
-3.827619,-2.462926,deploy
-3.937720,-2.356915,deploy
-3.743898,-2.566417,deploy
-3.819689,-2.492061,deploy
-3.875924,-2.440023,deploy
-3.784605,-2.543885,deploy
-3.788310,-2.544101,deploy
-3.738467,-2.596914,deploy
-3.710034,-2.629017,deploy
-3.759940,-2.579376,deploy
-3.754036,-2.591232,deploy
-3.728452,-2.622378,deploy
-3.736212,-2.618587,deploy
-3.613954,-2.743052,deploy
-3.594942,-2.764732,deploy
-3.396916,-2.952836,deploy
-3.532354,-2.824569,deploy
-3.422088,-2.926823,deploy
-3.311146,-3.022233,deploy
-0.595899,-2.220886,deploy
-0.471015,-2.319731,deploy
-0.277395,-2.472798,deploy
-0.325295,-2.404414,deploy
-0.157429,-2.526865,deploy
-0.001558,-2.632689,deploy
-0.063024,-2.549363,deploy
0.060815,-2.624709,deploy
0.256213,-2.754251,deploy
0.372395,-2.812625,deploy
0.418306,-2.807278,coast
1.182266,-3.337725,coast
1.324605,-3.380878,coast
1.327579,-3.317866,coast
1.488806,-3.378181,coast
1.557563,-3.366196,coast
1.472004,-3.232480,coast
1.552519,-3.225273,coast
1.559887,-3.157341,coast
1.700888,-3.203379,coast
1.746189,-3.166233,coast
1.781236,-3.119732,coast
1.886505,-3.129752,coast
1.997162,-3.147590,coast
2.074106,-3.137650,coast
2.145839,-3.120478,coast
2.223707,-3.105988,coast
2.331895,-3.122838,coast
2.445177,-3.145360,coast
2.578507,-3.187535,coast
2.655173,-3.176939,coast
2.616575,-3.046055,coast
2.597128,-2.922935,coast
2.543880,-2.753715,braking
2.650416,-2.748604,braking
2.672349,-2.654425,braking
2.604536,-2.449979,braking
2.747710,-2.481433,braking
2.889064,-2.527667,braking
3.133298,-2.702429,coast
3.291430,-2.790206,coast
3.375603,-2.804772,coast
3.443195,-2.814043,coast
3.473034,-2.772324,coast
3.495775,-2.719385,coast
3.592755,-2.780134,coast
3.596923,-2.707227,coast
3.581759,-2.606029,coast
3.535034,-2.444085,coast
3.599154,-2.449469,coast
3.569885,-2.310855,coast
3.640884,-2.328283,coast
3.657083,-2.261484,cornering
3.670128,-2.182297,cornering
3.715746,-2.157053,cornering
3.745360,-2.107577,cornering
3.795540,-2.096019,cornering
3.786082,-1.976504,cornering
3.807200,-1.906173,cornering
3.792325,-1.763695,cornering
3.805822,-1.667739,cornering
3.835729,-1.603137,cornering
3.871391,-1.550984,cornering
3.881209,-1.441583,cornering
3.849458,-1.245169,cornering
3.809764,-1.015903,cornering
3.928960,-1.110640,cornering
3.946946,-0.994535,cornering
3.908777,-0.748582,cornering
3.903790,-0.571201,cornering
3.908940,-0.404857,cornering
3.930199,-0.271465,cornering
4.026376,-0.307622,cornering
3.971089,0.007778,cornering
3.917156,0.325339,cornering
3.959061,0.437601,cornering
3.967844,0.612830,cornering
3.973704,0.791109,cornering
3.999084,0.920587,cornering
4.068284,0.948462,cornering
4.054340,1.146056,cornering
3.999037,1.435485,cornering
4.020799,1.561488,cornering
4.020950,1.713832,cornering
4.021255,1.861616,cornering
4.011792,2.011666,cornering
3.940226,2.258332,cornering
3.928164,2.388872,cornering
3.921463,2.504867,cornering
3.903069,2.624504,cornering
3.856006,2.772484,cornering
3.820017,2.894070,cornering
3.698554,3.098730,cornering
3.717925,3.134352,cornering
3.595973,3.306228,cornering
3.556021,3.373572,cornering
3.506527,3.438876,cornering
3.284992,3.643899,cornering
3.053417,3.823579,cornering
2.923579,3.904727,cornering
2.902756,3.898278,cornering
2.692425,4.013490,cornering
2.449489,4.131483,cornering
2.325212,4.162447,cornering
2.052832,4.267906,cornering
1.801943,4.342537,cornering
1.523142,4.419113,cornering
1.296414,4.460603,cornering
0.859923,4.579529,cornering
0.655396,4.592086,cornering
0.577113,4.550342,cornering
0.313784,4.581603,cornering
0.109421,4.584624,cornering
-0.193436,4.626505,cornering
-0.346286,4.604279,cornering
-0.635100,4.635324,cornering
-0.799770,4.614018,cornering
-1.073208,4.641808,cornering
-1.204554,4.604787,cornering
-1.441188,4.621482,cornering
-1.630306,4.614371,cornering
-1.758273,4.581573,cornering
-1.812248,4.503069,cornering
-1.889314,4.440358,cornering
-2.045155,4.428144,cornering
-2.185065,4.410632,cornering
-2.234022,4.333263,cornering
-2.227826,4.212728,cornering
-2.711419,4.429480,cornering
-2.821901,4.384144,cornering
-2.818726,4.260488,cornering
-2.884224,4.189486,cornering
-2.939171,4.107501,cornering
-2.961190,4.003815,cornering
-3.054340,3.954463,cornering
-3.054172,3.831730,cornering
-3.087113,3.738297,cornering
-3.074053,3.607533,cornering
-3.166639,3.569130,cornering
-3.129261,3.413292,cornering
-3.155052,3.299824,deploy
-3.182158,3.190756,deploy
-3.120600,2.980186,deploy
-3.117459,2.824920,deploy
-3.200468,2.764394,deploy
-3.147567,2.543753,deploy
-3.070970,2.297078,deploy
-3.020594,2.074519,deploy
-4.976565,1.110641,deploy
-4.956437,0.816410,deploy
-5.014282,0.715472,deploy
-4.994975,0.450379,deploy
-4.986648,0.218783,deploy
-4.965361,-0.075124,deploy
-5.023842,-0.137478,deploy
-4.973839,-0.471901,deploy
-4.976711,-0.649629,deploy
-4.936694,-0.907358,deploy
-4.906803,-1.112157,deploy
-4.878132,-1.288221,deploy
-4.831560,-1.498623,deploy
-4.862603,-1.536573,deploy
-4.770894,-1.785178,deploy
-4.795045,-1.836394,deploy
-4.678353,-2.066453,deploy
-4.675261,-2.127474,deploy
-4.727555,-2.096162,deploy
-4.521955,-2.391684,deploy
-4.604064,-2.332124,deploy
-4.488874,-2.493782,deploy
-4.405759,-2.611561,deploy
-4.440331,-2.595017,deploy
-4.424507,-2.625141,deploy
-4.330575,-2.734906,deploy
-4.472150,-2.602143,deploy
-4.325425,-2.772029,deploy
-4.388354,-2.712867,deploy
-4.297592,-2.809800,deploy
-4.261073,-2.852412,deploy
-4.309890,-2.802397,deploy
-4.286386,-2.830762,deploy
-4.323078,-2.797197,deploy
-4.159860,-2.950619,deploy
-4.249197,-2.864551,deploy
-4.220146,-2.888995,deploy
-4.248041,-2.860058,deploy
-4.217031,-2.885417,deploy
-4.126613,-2.956341,deploy
-4.156326,-2.919813,deploy
-4.172034,-2.905875,deploy
-4.176250,-2.889448,deploy
-4.179781,-2.876651,deploy
-4.139585,-2.900999,deploy
-4.245379,-2.791785,deploy
-4.256022,-2.766862,deploy
-4.124400,-2.882602,deploy
-4.295103,-2.708077,deploy
-4.138248,-2.849653,deploy
-4.297410,-2.683803,deploy
-4.136452,-2.836200,deploy
-4.239443,-2.719513,deploy
-4.248260,-2.700505,deploy
-4.248631,-2.689954,deploy
-4.175051,-2.759543,deploy
-4.304404,-2.618690,deploy
-4.376259,-2.536013,deploy
-4.275172,-2.639261,deploy
-4.245114,-2.669133,deploy
-4.292086,-2.616966,deploy
-4.183794,-2.728379,deploy
-4.169578,-2.734865,deploy
-4.161171,-2.729065,deploy
-4.163671,-2.719986,deploy
-4.235211,-2.638107,deploy
-4.165039,-2.714116,deploy
-4.253921,-2.605322,deploy
-4.276212,-2.581112,deploy
-4.104546,-2.782895,deploy
-4.135343,-2.742632,deploy
-4.132377,-2.741716,deploy
-4.072820,-2.798615,deploy
-4.147547,-2.706079,deploy
-4.051531,-2.798548,deploy
-4.074800,-2.770104,deploy
-3.967845,-2.890087,deploy
-4.061155,-2.784879,deploy
-4.009844,-2.845659,deploy
-3.962656,-2.893850,deploy
-3.953994,-2.905088,deploy
-3.880549,-2.976671,deploy
-3.862908,-2.985038,deploy
-3.891809,-2.957921,deploy
-3.902189,-2.939684,deploy
-3.794781,-3.044030,deploy
-3.690938,-3.134512,deploy
-3.809690,-3.001782,deploy
-3.811364,-2.993976,deploy
-3.641162,-3.158643,deploy
-3.638133,-3.154519,deploy
-3.648918,-3.134751,deploy
-3.621557,-3.152876,deploy
-3.497702,-3.261322,deploy
-3.511820,-3.230731,deploy
-3.547116,-3.184401,deploy
-3.505387,-3.218958,deploy
-3.484280,-3.225442,deploy
-3.466312,-3.229478,deploy
-3.300675,-3.374594,deploy
-3.190782,-3.457417,deploy
-3.097370,-3.518940,deploy
-3.046518,-3.538168,deploy
-2.861190,-3.671832,deploy
-2.942567,-3.580310,deploy
0.215034,-3.047221,deploy
0.264724,-3.052225,deploy
0.340374,-3.077218,deploy
0.421387,-3.109606,deploy
0.603432,-3.228352,deploy
0.537256,-3.122155,deploy
0.816191,-3.322067,deploy
0.858898,-3.310360,deploy
0.878348,-3.279100,deploy
1.033845,-3.364687,deploy
1.122240,-3.391340,coast
1.838311,-3.926454,coast
1.961174,-3.954889,coast
1.899840,-3.829924,coast
2.079637,-3.913814,coast
2.221168,-3.964951,coast
2.204411,-3.881434,coast
2.195757,-3.796530,coast
2.160317,-3.684234,coast
2.233970,-3.679810,coast
2.376060,-3.731958,coast
2.460558,-3.733027,coast
2.590075,-3.777576,coast
2.610040,-3.715063,coast
2.575434,-3.591433,coast
2.579351,-3.502203,coast
2.755728,-3.600489,coast
2.837490,-3.599618,coast
2.896604,-3.565095,coast
2.898702,-3.463782,coast
2.897742,-3.342991,coast
3.020678,-3.369688,coast
3.077415,-3.317775,coast
3.082200,-3.194194,braking
3.172589,-3.178394,braking
3.202425,-3.081756,braking
3.289774,-3.058217,braking
3.277613,-2.893233,braking
3.343606,-2.837497,braking
3.519903,-2.947484,coast
3.667339,-3.034193,coast
3.752089,-3.042205,coast
3.900743,-3.175540,coast
3.990596,-3.226096,coast
4.105496,-3.338017,coast
4.133350,-3.303488,coast
4.136623,-3.218022,coast
4.231405,-3.304524,coast
4.224460,-3.198359,coast
4.226013,-3.092153,coast
4.212199,-2.957939,coast
4.242347,-2.909087,cornering
4.296848,-2.904733,cornering
4.352168,-2.910204,cornering
4.341884,-2.764294,cornering
4.408205,-2.793533,cornering
4.416275,-2.685969,cornering
4.404327,-2.522096,cornering
4.377416,-2.305243,cornering
4.392698,-2.179617,cornering
4.471847,-2.206305,cornering
4.516589,-2.158369,cornering
4.538657,-2.042983,cornering
4.564506,-1.930067,cornering
4.594448,-1.823498,cornering
4.702235,-1.938524,cornering
4.705415,-1.761036,cornering
4.752039,-1.699206,cornering
4.795616,-1.623265,cornering
4.800687,-1.424836,cornering
4.822604,-1.276005,cornering
4.852091,-1.141114,cornering
4.889854,-1.027064,cornering
4.885258,-0.792381,cornering
4.898125,-0.600542,cornering
4.956501,-0.525345,cornering
4.988058,-0.383525,cornering
5.006532,-0.209695,cornering
5.057341,-0.126581,cornering
5.069705,0.059654,cornering
5.105442,0.171587,cornering
5.010766,0.582422,cornering
5.046830,0.694252,cornering
5.048291,0.867426,cornering
4.973351,1.168767,cornering
4.940239,1.373478,cornering
4.950056,1.496463,cornering
4.937376,1.643519,cornering
4.903878,1.807249,cornering
4.865616,1.959714,cornering
4.835163,2.084090,cornering
4.798587,2.206762,cornering
4.705807,2.378578,cornering
4.710522,2.435329,cornering
4.729878,2.467465,cornering
4.619483,2.608898,cornering
4.497990,2.740447,cornering
4.452859,2.797459,cornering
4.307540,2.920417,cornering
4.110809,3.061561,cornering
3.913571,3.185403,cornering
3.778657,3.250651,cornering
3.635931,3.313692,cornering
3.329015,3.451115,cornering
3.245760,3.460979,cornering
2.932472,3.567578,cornering
2.921661,3.527990,cornering
2.657969,3.593999,cornering
2.247575,3.709179,cornering
2.083322,3.713123,cornering
1.846109,3.741731,cornering
1.465364,3.814262,cornering
1.235901,3.826586,cornering
0.986318,3.838103,cornering
0.835817,3.812981,cornering
0.490491,3.854869,cornering
0.266151,3.851989,cornering
-0.031263,3.876793,cornering
-0.335269,3.903672,cornering
